ID,State,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Expected Price ($1k),amount_selling_cars_2017,amount_selling_cars_2018,amount_selling_cars_2019,amount_selling_cars_2020,amount_selling_cars_2021,accumulative_selling_cars,Expense
EV8234,TX,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,3611,3805,4706,1874,3345,17341,62.0
EV15222,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1585,3307,1686,3798,1390,11766,59.0
EV87474,TX,2019.0,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,59.979,2951,2209,3030,4788,3218,16196,40.979
EV84617,TX,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4069,2392,4940,3562,1637,16600,48.0
EV8995,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3459,2879,2239,2222,1334,12133,58.0
EV19491,TX,2015.0,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,9.035,1174,2238,1718,3386,1978,10494,3.035
EV31004,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2657,4411,2273,3460,4967,17768,42.0
EV417,TX,2020.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,40.0,4348,3235,4316,1243,1961,15103,34.0
EV10240,TX,2020.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,102.0,2415,4028,4194,3600,2293,16530,92.0
EV11984,TX,2018.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,30.0,1566,2283,2058,4658,2905,13470,26.0
EV37489,TX,2022.0,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,29.49,1262,2634,4674,1707,4909,15186,10.489999999999998
EV83230,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4655,1197,1115,1041,4756,12764,62.0
EV83125,TX,2018.0,VOLVO,XC60 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,37.0,4161,3803,4011,3671,3342,18988,27.0
EV57101,TX,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,4460,2444,3119,3055,3880,16958,60.0
EV69594,TX,2019.0,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234,52.9,3614,1968,4459,4503,1540,16084,47.9
EV72248,TX,2021.0,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,40.0,2457,2034,4352,1744,3140,13727,35.0
EV79272,TX,2013.0,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,13.3,3170,4893,3036,2998,1534,15631,8.3
EV82211,TX,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4670,3210,2560,1869,3844,16153,55.0
EV60635,TX,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,3646,3412,4240,2263,1501,15062,43.0
EV80844,TX,2012.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,16.0,3667,3171,4988,1250,1031,14107,4.0
EV79177,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,3798,1005,2842,3091,2888,13624,49.0
EV44048,TX,2012.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,17.0,1304,4936,4399,3943,2012,16594,14.0
EV343,TX,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,4624,4863,1324,2282,1511,14604,13.004000000000001
EV23034,TX,2017.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,21.0,2465,2775,3253,2286,4464,15243,14.0
EV26294,TX,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,1346,4266,3513,1598,2974,13697,68.0
EV51443,TX,2018.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,21.3,2994,2607,4843,4715,1621,16780,17.3
EV82566,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1647,1233,4166,4060,4225,15331,62.0
EV69467,TX,2020.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40.0,2032,3320,3163,3557,1718,13790,24.0
EV18953,TX,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,2221,3720,4460,2614,1021,14036,26.9
EV40584,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,1365,4415,1190,1733,4454,13157,44.0
EV61758,TX,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,2204,2403,3360,4204,1437,13608,23.78
EV79579,TX,2012.0,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,6,18.0,4969,2715,2759,4648,1469,16560,10.0
EV83496,TX,2018.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,22.857,2493,1225,4697,3659,4793,16867,8.857
EV15853,TX,2019.0,KIA,NIRO PLUG-IN HYBRID,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,22.0,2396,3163,1027,2268,3029,11883,12.0
EV78913,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,2763,1955,2547,2488,3453,13206,57.0
EV6483,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2017,2918,1081,2035,1757,9808,54.0
EV14584,TX,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,2217,4983,4255,3109,2659,17223,17.9
EV5810,TX,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,4748,3578,1457,2713,2906,15402,28.5
EV59327,TX,2021.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,70.0,2647,4664,3606,2449,3647,17013,55.0
EV24349,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1781,1338,2757,2031,4639,12546,54.0
EV55105,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4663,3869,2742,3976,2267,17517,52.0
EV16287,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4128,3135,3344,1445,2076,14128,39.0
EV37898,TX,2014.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,19.0,2062,2049,2573,2771,1675,11130,4.0
EV88784,TX,2017.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,28.0,1857,1652,2381,2595,4762,13247,11.0
EV31430,TX,2016.0,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,20.0,4367,2096,4132,3542,1844,15981,15.0
EV62852,TX,2014.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,19.0,1059,2768,2669,4990,3382,14868,10.0
EV46849,TX,2016.0,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,19.0,1391,2296,3249,1957,4245,13138,4.0
EV85046,TX,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,3134,4137,2582,1612,3333,14798,18.0
EV69349,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1179,3628,1317,4648,3642,14414,59.0
EV75090,TX,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,2050,2747,3346,1018,4558,13719,12.5
EV65268,TX,2016.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,19.0,3924,1165,4022,2050,4410,15571,6.0
EV89687,TX,2020.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,102.0,1165,1300,1235,1389,2228,7317,93.0
EV79409,TX,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,1147,4208,2228,3559,1238,12380,26.78
EV47900,TX,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,2395,2939,4891,4509,3430,18164,15.0
EV58291,TX,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,2013,1323,3725,2348,4183,13592,13.0
EV85493,TX,2015.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,18.5,2033,3830,2184,1564,3204,12815,9.5
EV26106,TX,2016.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,70.0,3489,2625,1541,2489,4660,14804,55.0
EV46141,TX,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,2004,2506,3947,4385,3485,16327,36.0
EV53336,TX,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,3196,3461,1279,1261,3304,12501,19.0
EV62371,TX,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3059,1949,2993,1203,2984,12188,9.0
EV27889,TX,2013.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,18.0,3042,1945,3062,2843,3116,14008,13.0
EV74067,TX,2019.0,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,59.979,3160,2244,3020,3627,2507,14558,40.979
EV50624,TX,2015.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,20.0,4666,1475,1745,4367,3543,15796,2.0
EV60623,TX,2018.0,VOLVO,XC60 AWD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,37.0,4063,4318,1779,1453,2056,13669,20.0
EV11632,TX,2017.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,36.98,4577,2860,4209,1068,1874,14588,23.979999999999997
EV79738,TX,2016.0,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,13,30.152,4550,3232,4869,3511,1842,18004,16.152
EV58060,TX,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,2228,4852,3383,3596,3574,17633,71.0
EV29663,TX,2018.0,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,25.004,4202,3313,4201,1670,1574,14960,18.004
EV58515,TX,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,1239,1404,2635,4664,2519,12461,10.0
EV74366,TX,2019.0,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,59.979,3944,4810,4546,4901,2347,20548,52.979
EV7172,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1728,3774,3782,3682,2842,15808,63.0
EV87976,TX,2013.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,33.89,3515,1389,2108,4145,3673,14830,17.89
EV24307,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1121,3982,2417,3368,1953,12841,61.0
EV36339,TX,2019.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,25.0,1949,2285,3737,3930,1446,13347,7.0
EV9115,TX,2019.0,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,59.979,1359,4361,4914,3764,1038,15436,42.979
EV87366,TX,2016.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,20.0,3003,2974,1595,3070,2126,12768,3.0
EV74336,TX,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,1217,4393,4504,1365,2900,14379,55.0
EV52681,TX,2014.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,30.0,3767,4462,2286,4631,2423,17569,14.0
EV87538,TX,2019.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,25.0,4089,4968,4734,4448,2891,21130,21.0
EV73213,TX,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,4301,4734,2208,3696,4961,19900,17.004
EV83107,TX,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,2918,2017,3721,4490,3992,17138,52.0
EV66930,TX,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,3141,4242,2963,2744,1499,14589,3.0040000000000013
EV65428,TX,2019.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,22.2,3664,2574,4633,1483,4322,16676,3.1999999999999993
EV7902,TX,2018.0,BMW,530E XDRIVE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,42.9,2437,3307,2201,2223,1541,11709,37.9
EV29951,TX,2013.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,14.5,4328,3595,2905,4808,3169,18805,4.0
EV42255,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3790,3777,1329,4953,4660,18509,63.0
EV24583,TX,2017.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,28.0,4386,1400,2117,2819,2882,13604,23.0
EV61694,TX,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,2943,3265,1648,4609,3792,16257,19.0
EV51815,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4436,4622,1750,4704,2997,18509,66.0
EV80287,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,4524,2645,1296,2897,3716,15078,52.0
EV10615,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,3208,2565,3759,2634,3990,16156,43.0
EV55274,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2401,3943,4183,4049,4148,18724,54.0
EV32031,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,3690,1435,4675,4295,2060,16155,50.0
EV505,TX,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,3696,2565,3038,4562,1512,15373,22.78
EV81142,TX,2019.0,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17,45.0,4056,3283,1803,3549,1170,13861,29.0
EV48813,TX,2017.0,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,28.0,2143,1575,1680,2116,1502,9016,16.0
EV70215,TX,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,2753,4091,4055,1432,3041,15372,20.0
EV38376,TX,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,50.0,3679,1007,3222,1439,1305,10652,45.0
EV34900,TX,2014.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,16.0,3215,3717,1601,2132,1126,11791,12.0
EV48254,TX,2016.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,27.0,4475,2765,4476,4952,3114,19782,8.0
EV82532,TX,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,4626,3606,4142,3295,2482,18151,17.0
EV81595,TX,2013.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,33.9,1736,4713,3443,3305,3943,17140,14.899999999999999
EV23385,TX,2013.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,33.89,4982,3429,4181,1363,1235,15190,17.89
EV33413,TX,2018.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,30.0,1765,3033,1643,1620,1985,10046,13.0
EV21744,TX,2018.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,19.0,4585,4985,4763,2049,1196,17578,12.0
EV37704,TX,2018.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,30.0,1755,2009,1883,3370,4805,13822,22.0
EV83233,TX,2017.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,60.0,4425,1540,4655,1884,4754,17258,44.0
EV25364,TX,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,50.0,1595,3668,1668,1491,1309,9731,46.0
EV29230,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4164,3697,2802,1445,4441,16549,40.0
EV21451,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,4070,2971,2811,1537,4241,15630,48.0
EV70227,TX,2017.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,28.0,2534,4303,1298,2239,4771,15145,12.0
EV55811,TX,2012.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,17.0,2843,1590,3801,4749,2993,15976,9.0
EV68603,TX,2016.0,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,45.0,2813,1147,2898,2033,1623,10514,33.0
EV27022,TX,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,3064,3221,4507,3344,1438,15574,34.78
EV66846,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,3259,2311,2084,1524,3682,12860,66.0
EV39846,TX,2018.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,69.0,1631,3478,3375,4050,1310,13844,57.0
EV52920,TX,2016.0,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,38.0,1272,4986,4569,2953,2624,16404,27.0
EV18232,TX,2017.0,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27,24.0,3907,1888,3962,3096,4388,17241,15.0
EV75497,TX,2020.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40.0,3710,4745,3365,3715,3412,18947,37.0
EV42453,TX,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,1561,4777,3499,2200,2161,14198,22.5
EV75950,TX,2018.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,21.0,3737,1971,1783,3264,2838,13593,3.0
EV76195,TX,2018.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,30.0,3526,3708,2304,2214,1835,13587,21.0
EV4829,TX,2016.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,70.0,1004,4591,2499,2192,3004,13290,62.0
EV44597,TX,2020.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,40.0,2997,3169,2988,4538,3882,17574,33.0
EV31589,TX,2018.0,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,90.0,1553,1273,4589,2763,2355,12533,74.0
EV16150,TX,2020.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,31.5,3271,2379,4866,1721,2058,14295,13.5
EV7829,TX,2018.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,19.0,4896,1378,4184,4532,4247,19237,0.0
EV64743,TX,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,3207,2227,1001,1611,2064,10110,1.0040000000000013
EV69521,TX,2019.0,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,125,22.2,3495,2249,3313,2575,1320,12952,17.2
EV87576,TX,2017.0,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,20.004,1451,4897,4542,3357,2338,16585,16.004
EV45915,TX,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,1525,1939,1050,2767,1653,8934,18.0
EV39558,TX,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,4277,3478,4982,2985,4855,20577,11.0
EV24948,TX,2021.0,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,36.6,4404,3369,3622,2932,1393,15720,33.6
EV5261,TX,2021.0,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,54.0,1141,4521,4733,3946,4278,18619,39.0
EV35274,TX,2016.0,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,20.0,1925,3395,1047,2980,4953,14300,17.0
EV61932,TX,2015.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,25.0,2008,4716,1951,4293,3413,16381,22.0
EV58431,TX,2020.0,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,40.0,3815,4807,4218,4577,3984,21401,23.0
EV25632,TX,2019.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,57.0,2050,2652,3309,1451,4968,14430,49.0
EV40226,TX,2020.0,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,50.0,2018,3273,3300,3019,1523,13133,34.0
EV90875,TX,2011.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,15.0,4583,4726,3636,4693,2877,20515,7.0
EV30349,TX,2015.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,62.0,4482,2396,3624,4859,4883,20244,49.0
EV38982,TX,2018.0,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,69.0,2739,1075,1748,2764,1644,9970,65.0
EV3494,TX,2013.0,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,20.0,3323,2179,3312,2726,2448,13988,7.0
EV89863,TX,2019.0,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,25.0,1427,3255,1015,3142,3808,12647,19.0
EV36680,TX,2019.0,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,35.0,4472,2079,3024,2858,3656,16089,16.0
EV6995,TX,2018.0,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,25.0,1533,1184,2920,1978,1126,8741,11.0
EV68897,TX,2020.0,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,72.0,3771,4859,4698,1640,2715,17683,65.0
EV33683,TX,2016.0,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,19.0,1505,1882,3788,2539,4934,14648,4.0
EV72586,TX,2018.0,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,39.0,4566,3273,2246,4858,4497,19440,35.0
EV54933,TX,2017.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,20.0,2222,1258,4716,2384,3577,14157,8.0
EV56821,TX,2019.0,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,41.78,4249,1869,2883,3298,2695,14994,34.78
